EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,Over18,OverTime,PerformanceRating,YearsAtCompany
RM427,30,26-35,No,Non-Travel,Research & Development,2,Medical,1,Female,Laboratory Technician,4,Single,2564,Upto 5k,0,Y,No,3,11
RM438,30,26-35,No,Travel_Rarely,Sales,7,Marketing,1,Male,Sales Representative,2,Single,2983,Upto 5k,0,Y,No,3,3
RM481,30,26-35,Yes,Travel_Frequently,Sales,12,Life Sciences,1,Male,Sales Representative,1,Married,2033,Upto 5k,1,Y,No,3,1
RM502,30,26-35,No,Travel_Frequently,Research & Development,3,Medical,1,Female,Research Scientist,3,Divorced,2083,Upto 5k,1,Y,No,4,1
RM546,30,26-35,No,Travel_Rarely,Sales,27,Marketing,1,Male,Sales Executive,4,Divorced,5304,5k-10k,7,Y,No,4,8
RM582,30,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,3,Married,3833,Upto 5k,3,Y,No,4,2
RM603,30,26-35,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Manufacturing Director,4,Single,6877,5k-10k,5,Y,Yes,4,0
RM624,30,26-35,No,Travel_Frequently,Research & Development,5,Life Sciences,1,Male,Research Scientist,4,Divorced,3761,Upto 5k,9,Y,No,3,5
RM703,30,26-35,No,Travel_Rarely,Sales,8,Other,1,Male,Sales Executive,3,Divorced,7264,5k-10k,5,Y,No,3,8
RM721,30,26-35,Yes,Travel_Rarely,Research & Development,22,Life Sciences,1,Female,Research Scientist,3,Married,2132,Upto 5k,4,Y,Yes,3,5
RM731,30,26-35,No,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Research Director,1,Married,11416,10k-15k,0,Y,Yes,3,8
RM733,30,26-35,Yes,Travel_Frequently,Research & Development,5,Medical,1,Female,Laboratory Technician,2,Single,2422,Upto 5k,0,Y,No,3,3
RM783,30,26-35,No,Travel_Rarely,Research & Development,20,Other,1,Male,Manufacturing Director,1,Married,9957,5k-10k,0,Y,No,3,6
RM845,30,26-35,No,Travel_Rarely,Sales,10,Marketing,1,Male,Sales Executive,3,Married,6578,5k-10k,1,Y,No,3,10
RM866,30,26-35,No,Travel_Rarely,Sales,29,Life Sciences,1,Male,Sales Executive,1,Divorced,4115,Upto 5k,8,Y,No,3,4
RM875,30,26-35,No,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,3,Divorced,3491,Upto 5k,1,Y,No,3,10
RM887,30,26-35,No,Travel_Rarely,Research & Development,1,Medical,1,Male,Research Scientist,2,Married,3579,Upto 5k,0,Y,Yes,4,11
RM932,30,26-35,No,Non-Travel,Research & Development,9,Medical,1,Female,Manufacturing Director,3,Single,4695,Upto 5k,7,Y,Yes,3,8
RM942,30,26-35,No,Travel_Rarely,Research & Development,6,Technical Degree,1,Female,Laboratory Technician,4,Married,4627,Upto 5k,0,Y,No,3,9
RM949,30,26-35,No,Travel_Rarely,Research & Development,17,Medical,1,Female,Manager,1,Married,11916,10k-15k,1,Y,Yes,4,9
RM1014,30,26-35,No,Travel_Rarely,Sales,7,Marketing,1,Female,Sales Executive,1,Divorced,4779,Upto 5k,7,Y,No,3,3
RM1050,30,26-35,No,Travel_Rarely,Sales,16,Life Sciences,1,Male,Sales Executive,3,Married,5301,5k-10k,8,Y,No,3,2
RM1053,30,26-35,No,Non-Travel,Research & Development,7,Technical Degree,1,Male,Research Scientist,3,Divorced,1274,Upto 5k,1,Y,No,3,1
RM1065,30,26-35,No,Travel_Rarely,Human Resources,1,Life Sciences,1,Male,Human Resources,3,Divorced,2064,Upto 5k,0,Y,No,4,5
RM1107,30,26-35,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,1,Married,9714,5k-10k,1,Y,No,3,10
RM1110,30,26-35,No,Travel_Rarely,Sales,29,Technical Degree,1,Male,Sales Executive,2,Married,9250,5k-10k,3,Y,No,3,4
RM1142,30,26-35,No,Travel_Rarely,Research & Development,7,Medical,1,Male,Research Scientist,2,Married,2141,Upto 5k,1,Y,No,3,6
RM1234,30,26-35,No,Travel_Rarely,Research & Development,16,Life Sciences,1,Male,Research Scientist,4,Married,2862,Upto 5k,1,Y,No,3,10
RM1245,30,26-35,No,Travel_Frequently,Research & Development,2,Technical Degree,1,Female,Research Scientist,1,Single,4968,Upto 5k,0,Y,No,3,9
RM1247,30,26-35,Yes,Travel_Frequently,Human Resources,8,Human Resources,1,Female,Human Resources,4,Divorced,2180,Upto 5k,6,Y,No,3,4
RM1252,30,26-35,No,Travel_Rarely,Sales,15,Marketing,1,Male,Sales Executive,1,Divorced,7140,5k-10k,2,Y,No,3,7
RM1260,30,26-35,No,Travel_Rarely,Research & Development,16,Life Sciences,1,Male,Healthcare Representative,3,Married,5294,5k-10k,3,Y,No,3,7
RM1297,30,26-35,No,Travel_Rarely,Research & Development,10,Medical,1,Female,Manufacturing Director,3,Single,9667,5k-10k,9,Y,No,3,7
RM1339,30,26-35,Yes,Travel_Rarely,Sales,9,Medical,1,Male,Sales Representative,4,Single,1081,Upto 5k,1,Y,No,3,1
RM1413,30,26-35,No,Travel_Rarely,Research & Development,1,Medical,1,Male,Laboratory Technician,2,Married,3748,Upto 5k,1,Y,No,3,12
RM013,31,26-35,No,Travel_Rarely,Research & Development,26,Life Sciences,1,Male,Research Scientist,3,Divorced,2911,Upto 5k,1,Y,No,3,5
RM059,31,26-35,No,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,4,Divorced,5915,5k-10k,3,Y,No,4,7
RM073,31,26-35,No,Travel_Rarely,Research & Development,1,Medical,1,Male,Research Scientist,2,Single,2501,Upto 5k,1,Y,No,3,1
RM076,31,26-35,No,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Manufacturing Director,4,Single,4424,Upto 5k,1,Y,No,4,11
RM125,31,26-35,Yes,Travel_Rarely,Sales,6,Life Sciences,1,Male,Sales Executive,3,Married,6172,5k-10k,4,Y,Yes,3,7
RM133,31,26-35,Yes,Travel_Rarely,Sales,20,Life Sciences,1,Female,Sales Executive,3,Married,4559,Upto 5k,3,Y,Yes,3,2
RM181,31,26-35,No,Travel_Rarely,Research & Development,12,Medical,1,Female,Research Scientist,4,Married,3929,Upto 5k,8,Y,Yes,4,4
RM225,31,26-35,No,Non-Travel,Research & Development,1,Medical,1,Male,Manufacturing Director,3,Married,4345,Upto 5k,0,Y,No,3,5
RM246,31,26-35,No,Travel_Frequently,Research & Development,3,Medical,1,Male,Research Director,3,Divorced,13675,10k-15k,9,Y,No,3,2
RM260,31,26-35,Yes,Travel_Frequently,Research & Development,29,Medical,1,Male,Laboratory Technician,2,Single,3479,Upto 5k,0,Y,No,3,5
RM267,31,26-35,No,Travel_Rarely,Research & Development,23,Medical,1,Male,Healthcare Representative,4,Married,5582,5k-10k,0,Y,No,4,9
RM293,31,26-35,No,Travel_Frequently,Sales,5,Marketing,1,Female,Sales Representative,2,Divorced,2789,Upto 5k,1,Y,No,3,2
RM304,31,26-35,No,Travel_Rarely,Sales,7,Technical Degree,1,Male,Sales Executive,4,Married,6929,5k-10k,4,Y,No,3,8
RM310,31,26-35,No,Travel_Rarely,Research & Development,5,Technical Degree,1,Male,Research Scientist,4,Married,4821,Upto 5k,0,Y,Yes,3,5
RM311,31,26-35,No,Travel_Rarely,Human Resources,2,Human Resources,1,Male,Human Resources,1,Married,6410,5k-10k,3,Y,No,3,2
RM313,31,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,4,Divorced,2695,Upto 5k,0,Y,Yes,3,2
RM322,31,26-35,No,Travel_Rarely,Sales,7,Marketing,1,Male,Sales Executive,4,Divorced,7547,5k-10k,4,Y,No,3,7
RM326,31,26-35,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Female,Manufacturing Director,3,Married,8943,5k-10k,1,Y,No,4,10
RM343,31,26-35,No,Travel_Rarely,Research & Development,7,Medical,1,Female,Manufacturing Director,4,Single,7143,5k-10k,1,Y,Yes,3,11
RM370,31,26-35,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Male,Research Scientist,2,Single,2657,Upto 5k,0,Y,Yes,3,2
RM395,31,26-35,No,Travel_Rarely,Research & Development,7,Medical,1,Female,Manufacturing Director,1,Married,4306,Upto 5k,1,Y,No,3,13
RM400,31,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,1,Married,2218,Upto 5k,1,Y,No,3,4
RM435,31,26-35,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Male,Manufacturing Director,2,Divorced,10648,10k-15k,1,Y,No,4,13
RM440,31,26-35,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,Healthcare Representative,3,Married,9824,5k-10k,3,Y,No,3,1
RM451,31,26-35,No,Travel_Rarely,Sales,2,Life Sciences,1,Male,Sales Executive,4,Single,6582,5k-10k,4,Y,Yes,3,6
RM457,31,26-35,No,Travel_Rarely,Sales,7,Life Sciences,1,Male,Manager,4,Divorced,11557,10k-15k,9,Y,No,4,5
RM483,31,26-35,Yes,Travel_Rarely,Sales,13,Medical,1,Male,Sales Executive,1,Divorced,4233,Upto 5k,2,Y,No,3,3
RM485,31,26-35,No,Travel_Rarely,Sales,6,Medical,1,Male,Sales Executive,4,Divorced,5460,5k-10k,4,Y,No,4,7
RM645,31,26-35,No,Travel_Rarely,Research & Development,11,Life Sciences,1,Male,Research Scientist,4,Married,2356,Upto 5k,3,Y,Yes,3,6
RM676,31,26-35,No,Travel_Rarely,Sales,7,Life Sciences,1,Male,Sales Representative,3,Married,2329,Upto 5k,3,Y,No,3,7
RM680,31,26-35,No,Non-Travel,Sales,20,Marketing,1,Female,Sales Executive,3,Married,6932,5k-10k,1,Y,No,3,9
RM691,31,26-35,No,Travel_Rarely,Research & Development,12,Medical,1,Female,Healthcare Representative,4,Married,5855,5k-10k,0,Y,Yes,3,9
RM710,31,26-35,Yes,Non-Travel,Research & Development,9,Medical,1,Male,Research Scientist,1,Single,2321,Upto 5k,0,Y,Yes,4,3
RM727,31,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,1,Married,4148,Upto 5k,1,Y,No,3,4
RM819,31,26-35,No,Travel_Frequently,Sales,20,Life Sciences,1,Male,Sales Representative,4,Married,2791,Upto 5k,0,Y,No,3,2
RM832,31,26-35,Yes,Travel_Frequently,Research & Development,15,Medical,1,Male,Laboratory Technician,3,Married,2610,Upto 5k,1,Y,No,3,2
RM896,31,26-35,No,Travel_Rarely,Research & Development,11,Medical,1,Male,Healthcare Representative,1,Married,6833,5k-10k,1,Y,Yes,3,6
RM897,31,26-35,No,Travel_Rarely,Research & Development,24,Medical,1,Female,Healthcare Representative,1,Single,6812,5k-10k,1,Y,No,3,10
RM951,31,26-35,No,Non-Travel,Sales,2,Life Sciences,1,Female,Sales Executive,3,Divorced,9852,5k-10k,1,Y,Yes,3,10
RM953,31,26-35,Yes,Travel_Frequently,Sales,1,Life Sciences,1,Female,Sales Representative,2,Single,2302,Upto 5k,1,Y,Yes,3,3
RM981,31,26-35,Yes,Travel_Frequently,Sales,2,Life Sciences,1,Female,Sales Representative,4,Single,2785,Upto 5k,7,Y,No,3,1
RM986,31,26-35,Yes,Travel_Rarely,Research & Development,22,Medical,1,Male,Manufacturing Director,3,Married,6179,5k-10k,1,Y,Yes,3,10
RM1013,31,26-35,Yes,Travel_Frequently,Sales,1,Life Sciences,1,Female,Sales Representative,3,Single,1359,Upto 5k,1,Y,No,3,1
RM1015,31,26-35,No,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Research Director,2,Single,16422,15k+,3,Y,No,3,3
RM1017,31,26-35,Yes,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Research Scientist,2,Single,1261,Upto 5k,1,Y,No,3,1
RM1031,31,26-35,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,Sales Executive,4,Divorced,10793,10k-15k,1,Y,No,3,13
RM1034,31,26-35,Yes,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,2,Single,7446,5k-10k,1,Y,No,3,10
RM1036,31,26-35,No,Travel_Rarely,Human Resources,8,Medical,1,Female,Human Resources,2,Single,2109,Upto 5k,9,Y,No,3,3
RM1037,31,26-35,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,4,Married,3722,Upto 5k,6,Y,Yes,3,2
RM1086,31,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Female,Research Scientist,3,Single,4084,Upto 5k,1,Y,No,3,7
RM1145,31,26-35,No,Travel_Frequently,Sales,2,Other,1,Male,Sales Executive,1,Single,5332,5k-10k,7,Y,No,3,5
RM1192,31,26-35,No,Travel_Rarely,Sales,5,Life Sciences,1,Female,Sales Executive,4,Married,5476,5k-10k,1,Y,No,3,10
RM1228,31,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,3,Married,3477,Upto 5k,1,Y,No,3,5
RM1240,31,26-35,No,Travel_Frequently,Research & Development,24,Technical Degree,1,Female,Manufacturing Director,4,Single,5238,5k-10k,2,Y,No,4,5
RM1248,31,26-35,No,Travel_Rarely,Sales,5,Technical Degree,1,Male,Sales Executive,3,Married,8346,5k-10k,1,Y,No,3,5
RM1258,31,26-35,Yes,Travel_Rarely,Sales,16,Marketing,1,Male,Sales Executive,3,Married,8161,5k-10k,2,Y,No,3,1
RM1275,31,26-35,No,Travel_Rarely,Sales,29,Marketing,1,Female,Sales Executive,4,Married,5468,5k-10k,1,Y,No,3,12
RM1307,31,26-35,No,Travel_Frequently,Sales,7,Marketing,1,Female,Sales Executive,1,Married,9637,5k-10k,2,Y,No,3,3
RM1313,31,26-35,Yes,Travel_Rarely,Human Resources,18,Human Resources,1,Male,Human Resources,1,Married,2956,Upto 5k,0,Y,No,3,1
RM1342,31,26-35,No,Travel_Rarely,Research & Development,20,Life Sciences,1,Male,Laboratory Technician,3,Divorced,4197,Upto 5k,1,Y,No,3,10
RM1359,31,26-35,No,Travel_Rarely,Sales,10,Medical,1,Female,Sales Executive,4,Divorced,6583,5k-10k,2,Y,Yes,3,5
RM1361,31,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Female,Laboratory Technician,3,Divorced,3978,Upto 5k,8,Y,No,3,2
RM1383,31,26-35,No,Non-Travel,Research & Development,3,Medical,1,Male,Research Scientist,1,Divorced,3065,Upto 5k,1,Y,Yes,3,4
RM1390,31,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,Research Scientist,1,Married,5003,5k-10k,1,Y,No,4,10
RM1396,31,26-35,Yes,Travel_Frequently,Sales,26,Marketing,1,Male,Sales Executive,4,Married,5617,5k-10k,1,Y,Yes,3,10
RM1403,31,26-35,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Laboratory Technician,4,Divorced,1129,Upto 5k,1,Y,Yes,3,1
RM1406,31,26-35,No,Non-Travel,Research & Development,10,Medical,1,Female,Research Director,3,Married,11031,10k-15k,4,Y,No,4,11
RM1418,31,26-35,No,Travel_Rarely,Sales,2,Life Sciences,1,Male,Sales Representative,3,Married,3067,Upto 5k,0,Y,No,3,2
RM1464,31,26-35,No,Non-Travel,Research & Development,5,Medical,1,Male,Manufacturing Director,1,Single,9936,5k-10k,0,Y,No,3,9
RM1464,31,26-35,No,Non-Travel,Research & Development,5,Medical,1,Male,Manufacturing Director,1,Single,9936,5k-10k,0,Y,No,3,9
RM006,32,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,4,Single,3068,Upto 5k,0,Y,No,3,7
RM017,32,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Male,Research Scientist,2,Divorced,3298,Upto 5k,0,Y,Yes,3,6
RM027,32,26-35,Yes,Travel_Frequently,Research & Development,16,Life Sciences,1,Female,Research Scientist,1,Single,3919,Upto 5k,1,Y,Yes,4,10
RM061,32,26-35,No,Travel_Rarely,Research & Development,1,Medical,1,Male,Manufacturing Director,4,Married,6162,5k-10k,1,Y,Yes,4,9
RM074,32,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,2,Married,6220,5k-10k,1,Y,No,3,10
RM095,32,26-35,No,Travel_Rarely,Sales,6,Medical,1,Male,Sales Executive,3,Single,5010,5k-10k,1,Y,No,3,11
RM102,32,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,1,Single,2956,Upto 5k,1,Y,No,3,1
RM141,32,26-35,Yes,Travel_Rarely,Research & Development,9,Medical,1,Female,Laboratory Technician,1,Single,4200,Upto 5k,7,Y,No,4,5
RM145,32,26-35,No,Travel_Frequently,Sales,9,Medical,1,Male,Sales Executive,4,Divorced,4668,Upto 5k,0,Y,No,3,8
RM155,32,26-35,No,Travel_Frequently,Sales,8,Marketing,1,Female,Sales Executive,4,Single,8998,5k-10k,1,Y,No,3,9
RM170,32,26-35,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,Research Scientist,3,Single,3038,Upto 5k,3,Y,No,4,5
RM211,32,26-35,Yes,Travel_Rarely,Sales,4,Medical,1,Male,Sales Executive,4,Married,10400,10k-15k,1,Y,No,3,14
RM239,32,26-35,No,Travel_Rarely,Sales,4,Life Sciences,1,Female,Sales Representative,2,Married,3931,Upto 5k,2,Y,No,3,4
RM240,32,26-35,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,3,Single,3730,Upto 5k,0,Y,Yes,3,3
RM242,32,26-35,No,Non-Travel,Sales,26,Marketing,1,Male,Sales Executive,4,Married,4465,Upto 5k,0,Y,No,3,3
RM261,32,26-35,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,2,Married,2794,Upto 5k,1,Y,No,4,5
RM263,32,26-35,No,Travel_Rarely,Research & Development,2,Technical Degree,1,Male,Laboratory Technician,1,Single,2176,Upto 5k,4,Y,No,3,6
RM307,32,26-35,No,Travel_Rarely,Sales,7,Life Sciences,1,Male,Sales Executive,3,Married,5484,5k-10k,1,Y,No,3,13
RM320,32,26-35,No,Travel_Rarely,Sales,8,Technical Degree,1,Female,Sales Executive,2,Married,5228,5k-10k,1,Y,Yes,3,13
RM323,32,26-35,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Research Scientist,4,Single,5055,5k-10k,7,Y,No,3,7
RM352,32,26-35,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Laboratory Technician,2,Married,2370,Upto 5k,1,Y,No,3,8
RM470,32,26-35,Yes,Non-Travel,Sales,11,Other,1,Male,Sales Executive,3,Married,4707,Upto 5k,8,Y,No,3,4
RM501,32,26-35,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Female,Research Scientist,4,Married,6322,5k-10k,1,Y,Yes,3,6
RM528,32,26-35,No,Travel_Rarely,Sales,10,Marketing,1,Male,Sales Executive,4,Single,5396,5k-10k,1,Y,No,3,10
RM532,32,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,Research Director,4,Single,11159,10k-15k,3,Y,No,3,7
RM559,32,26-35,No,Travel_Frequently,Research & Development,24,Life Sciences,1,Male,Laboratory Technician,4,Married,5309,5k-10k,1,Y,No,3,10
RM601,32,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,Manufacturing Director,3,Married,6162,5k-10k,1,Y,No,3,14
RM623,32,26-35,No,Travel_Rarely,Sales,13,Life Sciences,1,Male,Sales Executive,4,Divorced,4403,Upto 5k,2,Y,No,3,5
RM627,32,26-35,No,Travel_Rarely,Research & Development,8,Medical,1,Female,Research Scientist,3,Married,5175,5k-10k,5,Y,No,3,5
RM638,32,26-35,No,Non-Travel,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,4,Divorced,2314,Upto 5k,0,Y,No,3,3
RM642,32,26-35,No,Travel_Frequently,Sales,5,Life Sciences,1,Male,Sales Executive,2,Married,6524,5k-10k,1,Y,No,3,10
RM657,32,26-35,Yes,Travel_Rarely,Research & Development,25,Life Sciences,1,Male,Laboratory Technician,4,Single,2795,Upto 5k,1,Y,Yes,4,1
RM683,32,26-35,No,Non-Travel,Research & Development,1,Life Sciences,1,Female,Laboratory Technician,2,Married,2332,Upto 5k,6,Y,No,4,3
RM693,32,26-35,No,Travel_Rarely,Research & Development,3,Medical,1,Female,Manufacturing Director,1,Married,6725,5k-10k,1,Y,No,3,8
RM757,32,26-35,No,Non-Travel,Research & Development,29,Medical,1,Female,Laboratory Technician,3,Single,4025,Upto 5k,9,Y,No,3,8
RM851,32,26-35,No,Non-Travel,Sales,2,Life Sciences,1,Female,Sales Representative,1,Divorced,2827,Upto 5k,1,Y,No,3,1
RM881,32,26-35,No,Travel_Frequently,Research & Development,13,Other,1,Female,Laboratory Technician,2,Married,2743,Upto 5k,1,Y,No,4,2
RM882,32,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,Research Scientist,3,Single,4998,Upto 5k,4,Y,Yes,3,8
RM936,32,26-35,No,Travel_Rarely,Sales,8,Medical,1,Male,Sales Executive,4,Married,6209,5k-10k,1,Y,No,3,10
RM940,32,26-35,Yes,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,3,Married,4883,Upto 5k,1,Y,No,3,10
RM992,32,26-35,No,Travel_Rarely,Sales,2,Marketing,1,Male,Sales Executive,2,Married,4078,Upto 5k,0,Y,Yes,3,3
RM1027,32,26-35,No,Travel_Rarely,Sales,7,Marketing,1,Male,Sales Executive,4,Married,9204,5k-10k,4,Y,No,3,4
RM1076,32,26-35,No,Travel_Rarely,Research & Development,10,Medical,1,Male,Manager,4,Single,11244,10k-15k,2,Y,No,4,5
RM1102,32,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Female,Research Scientist,2,Married,5878,5k-10k,3,Y,No,3,7
RM1114,32,26-35,No,Non-Travel,Research & Development,1,Technical Degree,1,Male,Research Scientist,1,Married,4087,Upto 5k,4,Y,No,3,6
RM1140,32,26-35,No,Travel_Rarely,Research & Development,5,Other,1,Female,Research Scientist,4,Married,3312,Upto 5k,3,Y,No,3,3
RM1191,32,26-35,No,Travel_Rarely,Research & Development,2,Medical,1,Male,Research Scientist,2,Divorced,5470,5k-10k,0,Y,No,3,9
RM1206,32,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,2,Single,1393,Upto 5k,1,Y,No,3,1
RM1227,32,26-35,No,Travel_Frequently,Research & Development,10,Life Sciences,1,Male,Research Scientist,3,Married,3433,Upto 5k,6,Y,No,3,5
RM1238,32,26-35,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,2,Single,6735,5k-10k,6,Y,No,3,0
RM1242,32,26-35,No,Travel_Rarely,Sales,19,Life Sciences,1,Male,Sales Executive,3,Married,9610,5k-10k,3,Y,No,3,4
RM1261,32,26-35,No,Non-Travel,Research & Development,5,Technical Degree,1,Male,Research Scientist,2,Single,2718,Upto 5k,2,Y,No,3,7
RM1320,32,26-35,No,Travel_Frequently,Sales,10,Marketing,1,Male,Sales Executive,4,Single,4648,Upto 5k,8,Y,No,3,0
RM1327,32,26-35,Yes,Travel_Rarely,Sales,2,Marketing,1,Male,Sales Executive,2,Single,9907,5k-10k,7,Y,Yes,3,2
RM1376,32,26-35,Yes,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,Research Scientist,3,Single,2432,Upto 5k,3,Y,Yes,3,4
RM1389,32,26-35,No,Non-Travel,Research & Development,15,Medical,1,Female,Healthcare Representative,4,Divorced,6667,5k-10k,5,Y,No,3,5
RM1395,32,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Male,Manufacturing Director,4,Single,9679,5k-10k,8,Y,No,4,1
RM1427,32,26-35,No,Travel_Rarely,Research & Development,29,Life Sciences,1,Female,Laboratory Technician,2,Single,2837,Upto 5k,1,Y,No,3,6
RM1429,32,26-35,No,Travel_Rarely,Sales,1,Medical,1,Male,Sales Representative,2,Married,2269,Upto 5k,0,Y,No,3,2
RM1432,32,26-35,No,Travel_Rarely,Sales,1,Marketing,1,Female,Sales Executive,4,Married,10422,10k-15k,1,Y,No,3,14
RM1450,32,26-35,No,Travel_Rarely,Research & Development,2,Technical Degree,1,Male,Research Scientist,1,Single,2439,Upto 5k,1,Y,No,3,4
RM004,33,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,1,Female,Research Scientist,3,Married,2909,Upto 5k,1,Y,Yes,3,8
RM031,33,26-35,No,Travel_Rarely,Research & Development,2,Medical,1,Male,Laboratory Technician,4,Single,2496,Upto 5k,4,Y,No,3,1
RM040,33,26-35,No,Travel_Frequently,Sales,1,Life Sciences,1,Female,Sales Executive,1,Married,5376,5k-10k,2,Y,No,3,5
RM056,33,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,Research Director,4,Single,13458,10k-15k,1,Y,Yes,3,15
RM122,33,26-35,No,Non-Travel,Sales,22,Marketing,1,Male,Sales Executive,2,Married,6146,5k-10k,0,Y,No,3,7
RM177,33,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,4,Single,2500,Upto 5k,0,Y,No,3,3
RM186,33,26-35,No,Travel_Rarely,Research & Development,14,Medical,1,Female,Research Scientist,2,Married,2756,Upto 5k,1,Y,No,3,8
RM222,33,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Female,Research Scientist,2,Married,2622,Upto 5k,6,Y,No,4,3
RM235,33,26-35,Yes,Travel_Rarely,Research & Development,14,Medical,1,Male,Laboratory Technician,4,Married,2436,Upto 5k,5,Y,Yes,3,5
RM237,33,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,1,Married,2707,Upto 5k,7,Y,No,4,9
RM247,33,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Female,Research Scientist,4,Married,2911,Upto 5k,1,Y,No,3,2
RM314,33,26-35,No,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,Manager,2,Married,11878,10k-15k,6,Y,No,3,10
RM329,33,26-35,No,Travel_Frequently,Sales,10,Marketing,1,Male,Sales Executive,4,Single,4682,Upto 5k,3,Y,No,3,7
RM364,33,26-35,Yes,Travel_Rarely,Sales,5,Marketing,1,Female,Sales Representative,3,Single,2851,Upto 5k,1,Y,Yes,3,1
RM436,33,26-35,Yes,Travel_Rarely,Research & Development,15,Medical,1,Male,Manager,3,Married,13610,10k-15k,7,Y,Yes,3,7
RM437,33,26-35,Yes,Travel_Rarely,Research & Development,10,Medical,1,Male,Laboratory Technician,4,Divorced,3408,Upto 5k,7,Y,No,3,4
RM456,33,26-35,No,Travel_Rarely,Research & Development,1,Medical,1,Female,Research Director,3,Divorced,16184,15k+,4,Y,No,3,6
RM500,33,26-35,No,Travel_Rarely,Sales,8,Marketing,1,Male,Sales Executive,3,Divorced,7104,5k-10k,0,Y,No,3,5
RM510,33,26-35,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Healthcare Representative,4,Divorced,7725,5k-10k,3,Y,No,4,13
RM515,33,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,Research Scientist,1,Single,3348,Upto 5k,1,Y,Yes,3,10
RM563,33,26-35,Yes,Travel_Rarely,Research & Development,1,Other,1,Male,Research Scientist,4,Single,2686,Upto 5k,1,Y,Yes,3,10
RM591,33,26-35,No,Travel_Rarely,Research & Development,7,Medical,1,Male,Research Director,3,Married,11691,10k-15k,0,Y,No,3,13
